ASSET REGISTRY TEMPLATE  ,,,,,,,,,,,,,,,,,,,,,,
Office Type,Regional Office/ Division Office,Asset Classification,Asset Sub Class,UACS Object Code,Asset Item,Manufacturer,Model,Serial Number,Specification,Property Number,Unit of Measure,Current Condition,Source of Fund,Cost of Acquisition,Date of Acquisition,Estimated Total Life Years,Name of Accountable Officer,Asset Location,Service Center,Room Number,Remarks,Center Manager
DO,Marikina City,Other Property Plant and Equipment,Other Property Plant and Equipment,#N/A,DESKTOP COMPUTER (HOST PC),HP,HP USB MOUSE,FCMHF0AHD2596W,,CISSL-ICT-2016-080,UNIT,Operational and in good condition,DepED Central Office,"29,020.00",10-Nov-16,3yrs.,Mita A. Abergos,Concepcion Integrated School - SL,ICT Laboratory,Candazo 303,,Camille Karen G. Bernabe
DO,Marikina City,Other Property Plant and Equipment,Other Property Plant and Equipment,#N/A,DESKTOP COMPUTER (HOST PC),HP,HP USB MOUSE,FCMHF0AHD9Q3IN,,CISSL-ICT-2016-081,UNIT,Operational and in good condition,DepED Central Office,"29,020.00",10-Nov-16,3yrs.,Mita A. Abergos,Concepcion Integrated School - SL,ICT Laboratory,Candazo 303,,Camille Karen G. Bernabe
DO,Marikina City,Other Property Plant and Equipment,Other Property Plant and Equipment,#N/A,DESKTOP COMPUTER (HOST PC),HP,HP USB MOUSE,FCMHF0AHD9Q4J9,,CISSL-ICT-2016-082,UNIT,Operational and in good condition,DepED Central Office,"29,020.00",10-Nov-16,3yrs.,Mita A. Abergos,Concepcion Integrated School - SL,ICT Laboratory,Candazo 303,,Camille Karen G. Bernabe
DO,Marikina City,Other Property Plant and Equipment,Other Property Plant and Equipment,#N/A,DESKTOP COMPUTER (HOST PC),HP,HP USB MOUSE,FCMHF0AKZ9V6AW,,CISSL-ICT-2016-083,UNIT,Operational and in good condition,DepED Central Office,"29,020.00",10-Nov-16,3yrs.,Mita A. Abergos,Concepcion Integrated School - SL,ICT Laboratory,Candazo 303,,Camille Karen G. Bernabe
DO,Marikina City,Other Property Plant and Equipment,Other Property Plant and Equipment,#N/A,DESKTOP COMPUTER (HOST PC),HP,HP USB MOUSE,FCMHF0AHD9Q4JX,,CISSL-ICT-2016-084,UNIT,Operational and in good condition,DepED Central Office,"29,020.00",10-Nov-16,3yrs.,Mita A. Abergos,Concepcion Integrated School - SL,ICT Laboratory,Candazo 303,,Camille Karen G. Bernabe
DO,Marikina City,Other Property Plant and Equipment,Other Property Plant and Equipment,#N/A,DESKTOP COMPUTER (HOST PC),HP,HP USB MOUSE,FCMHF0AHD9Q4TH,,CISSL-ICT-2016-085,UNIT,Operational and in good condition,DepED Central Office,"29,020.00",10-Nov-16,3yrs.,Mita A. Abergos,Concepcion Integrated School - SL,ICT Laboratory,Candazo 303,,Camille Karen G. Bernabe
DO,Marikina City,Other Property Plant and Equipment,Other Property Plant and Equipment,#N/A,DESKTOP COMPUTER (HOST PC),HP,"HOST PC, HP COMPAQ PRO 6300 SFF, Intel Core i5 3570, 3.40GHz",SGH325R39G,,CISSL-ICT-2013-086,UNIT,Operational and in good condition,DepED Central Office,"23,920.00",23-Oct-13,3yrs.,Mita A. Abergos,Concepcion Integrated School - SL,ICT Laboratory,Candazo 301,,Camille Karen G. Bernabe
DO,Marikina City,Other Property Plant and Equipment,Other Property Plant and Equipment,#N/A,DESKTOP COMPUTER (HOST PC),HP,"HOST PC, HP COMPAQ PRO 6300 SFF, Intel Core i5 3570, 3.40GHz",SGH325R5X9,,CISSL-ICT-2013-087,UNIT,Operational and in good condition,DepED Central Office,"23,920.00",23-Oct-13,3yrs.,Mita A. Abergos,Concepcion Integrated School - SL,ICT Laboratory,Candazo 301,,Camille Karen G. Bernabe
DO,Marikina City,Other Property Plant and Equipment,Other Property Plant and Equipment,#N/A,DESKTOP COMPUTER (HOST PC),HP,"HOST PC, HP COMPAQ PRO 6300 SFF, Intel Core i5 3570, 3.40GHz",SGH325R5X8,,CISSL-ICT-2013-088,UNIT,Operational and in good condition,DepED Central Office,"23,920.00",23-Oct-13,3yrs.,Mita A. Abergos,Concepcion Integrated School - SL,ICT Laboratory,Candazo 301,,Camille Karen G. Bernabe
DO,Marikina City,Other Property Plant and Equipment,Other Property Plant and Equipment,#N/A,DESKTOP COMPUTER (HOST PC),HP,"HOST PC, HP COMPAQ PRO 6300 SFF, Intel Core i5 3570, 3.40GHz",SGH325R5SC,,CISSL-ICT-2013-089,UNIT,Operational and in good condition,DepED Central Office,"23,920.00",23-Oct-13,3yrs.,Mita A. Abergos,Concepcion Integrated School - SL,ICT Laboratory,Candazo 301,,Camille Karen G. Bernabe
DO,Marikina City,Other Property Plant and Equipment,Other Property Plant and Equipment,#N/A,DESKTOP COMPUTER (HOST PC),HP,"HOST PC, HP COMPAQ PRO 6300 SFF, Intel Core i5 3570, 3.40GHz",SGH325R5S6,,CISSL-ICT-2013-090,UNIT,Operational and in good condition,DepED Central Office,"23,920.00",23-Oct-13,3yrs.,Mita A. Abergos,Concepcion Integrated School - SL,ICT Laboratory,Candazo 301,,Camille Karen G. Bernabe
DO,Marikina City,Other Property Plant and Equipment,Other Property Plant and Equipment,#N/A,DESKTOP COMPUTER (HOST PC),HP,"HOST PC, HP COMPAQ PRO 6300 SFF, Intel Core i5 3570, 3.40GHz",SGH325R5SH,,CISSL-ICT-2013-091,UNIT,Operational and in good condition,DepED Central Office,"23,920.00",23-Oct-13,3yrs.,Mita A. Abergos,Concepcion Integrated School - SL,ICT Laboratory,Candazo 301,,Camille Karen G. Bernabe
DO,Marikina City,Other Property Plant and Equipment,Other Property Plant and Equipment,#N/A,DESKTOP COMPUTER (HOST PC),HP,"HOST PC, HP COMPAQ PRO 6300 SFF, Intel Core i5 3570, 3.40GHz",SGH325R5W0,,CISSL-ICT-2013-092,UNIT,Operational and in good condition,DepED Central Office,"23,920.00",23-Oct-13,3yrs.,Mita A. Abergos,Concepcion Integrated School - SL,ICT Laboratory,Candazo 301,,Camille Karen G. Bernabe
DO,Marikina City,Other Property Plant and Equipment,Other Property Plant and Equipment,#N/A,DESKTOP COMPUTER (HOST PC),HP,"HOST PC, HP COMPAQ PRO 6300 SFF, Intel Core i5 3570, 3.40GHz",SGH325R5W7,,CISSL-ICT-2013-093,UNIT,Operational and in good condition,DepED Central Office,"23,920.00",23-Oct-13,3yrs.,Mita A. Abergos,Concepcion Integrated School - SL,ICT Laboratory,Candazo 301,,Camille Karen G. Bernabe
DO,Marikina City,Other Property Plant and Equipment,Other Property Plant and Equipment,#N/A,DESKTOP COMPUTER (HOST PC),HP,MONITOR,6CM3240CRD,,CISSL-ICT-2013-094,UNIT,Operational and in good condition,DepED Central Office,"23,920.00",23-Oct-13,3yrs.,Mita A. Abergos,Concepcion Integrated School - SL,ICT Laboratory,Candazo 301,,Camille Karen G. Bernabe
